,ACWI,AGG,GLD,BSV
2019-07-26,0.09999999999999999,0.3,0.19999999999999998,0.39999999999999997
2019-08-02,0.09999999999999999,0.3,0.19999999999999998,0.39999999999999997
2019-08-09,0.09999999999999999,0.3,0.19999999999999998,0.39999999999999997
2019-08-16,0.09999999999999999,0.39999999999999997,0.19999999999999998,0.3
2019-08-23,0.0,0.44444444444444453,0.22222222222222227,0.33333333333333337
2019-08-30,0.09999999999999999,0.39999999999999997,0.19999999999999998,0.3
2019-09-06,0.09999999999999999,0.39999999999999997,0.19999999999999998,0.3
2019-09-13,0.09999999999999999,0.3,0.19999999999999998,0.39999999999999997
2019-09-20,0.09999999999999999,0.39999999999999997,0.19999999999999998,0.3
2019-09-27,0.09999999999999999,0.39999999999999997,0.19999999999999998,0.3
2019-10-04,0.025,0.35,0.21666666666666665,0.40833333333333327
2019-10-11,0.09999999999999999,0.3,0.19999999999999998,0.39999999999999997
2019-10-18,0.09999999999999999,0.3,0.19999999999999998,0.39999999999999997
2019-10-25,0.09999999999999999,0.3,0.19999999999999998,0.39999999999999997
2019-11-01,0.09999999999999999,0.3,0.19999999999999998,0.39999999999999997
2019-11-08,0.19999999999999998,0.3,0.09999999999999999,0.39999999999999997
2019-11-15,0.19999999999999998,0.3,0.09999999999999999,0.39999999999999997
2019-11-22,0.19999999999999998,0.3,0.09999999999999999,0.39999999999999997
2019-11-29,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2019-12-06,0.19999999999999998,0.3,0.09999999999999999,0.39999999999999997
2019-12-13,0.19999999999999998,0.3,0.09999999999999999,0.39999999999999997
2019-12-20,0.32500000000000007,0.23750000000000002,0.1,0.3375
2019-12-27,0.4000000000000001,0.20000000000000004,0.10000000000000002,0.30000000000000004
2020-01-03,0.4000000000000001,0.20000000000000004,0.10000000000000002,0.30000000000000004
2020-01-10,0.4000000000000001,0.20000000000000004,0.10000000000000002,0.30000000000000004
2020-01-17,0.4000000000000001,0.20000000000000004,0.10000000000000002,0.30000000000000004
2020-01-24,0.275,0.2625,0.1,0.3625
2020-01-31,0.15,0.28928571428571426,0.17142857142857143,0.38928571428571423
2020-02-07,0.19999999999999998,0.3,0.09999999999999999,0.39999999999999997
2020-02-14,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2020-02-21,0.17500000000000002,0.2625,0.1625,0.4000000000000001
2020-02-28,0.05000000000000003,0.31309523809523804,0.20515873015873012,0.4317460317460317
2020-03-06,0.0,0.33333333333333337,0.22222222222222227,0.44444444444444453
2020-03-13,0.0,0.22222222222222227,0.33333333333333337,0.44444444444444453
2020-03-20,0.0,0.09722222222222224,0.3869047619047619,0.5158730158730159
2020-03-27,0.0,0.18282004830917872,0.4263069358178053,0.39087301587301587
2020-04-03,0.0,0.22222222222222227,0.33333333333333337,0.44444444444444453
2020-04-09,0.0,0.22222222222222227,0.33333333333333337,0.44444444444444453
2020-04-17,0.0,0.22222222222222227,0.33333333333333337,0.44444444444444453
2020-04-24,0.0,0.22222222222222227,0.44444444444444453,0.33333333333333337
2020-05-01,0.0,0.22222222222222227,0.33333333333333337,0.44444444444444453
2020-05-08,0.0,0.22222222222222227,0.44444444444444453,0.33333333333333337
2020-05-15,0.0,0.22222222222222227,0.44444444444444453,0.33333333333333337
2020-05-22,0.0,0.22222222222222227,0.44444444444444453,0.33333333333333337
2020-05-29,0.0,0.22222222222222227,0.44444444444444453,0.33333333333333337
2020-06-05,0.07499999999999997,0.20555555555555555,0.33611111111111114,0.3833333333333333
2020-06-12,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-06-19,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-06-26,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-07-02,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-07-10,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
