,CAGR,Sharpe,Sortino,Max DD,Calmar,Hit rate
XGBoost 2025,0.30773309279270333,2.8920856620693374,5.038628373694027,-0.04704087619539554,6.541823147903544,0.7
EW 25x4,0.24574907124173717,3.716953821248692,7.813872620210154,-0.021658222200980237,11.346687136242176,0.74
60/40,0.1714644351417356,1.7002747260947721,2.659747952219803,-0.07794042460479567,2.1999422765678056,0.6
ACWI BH,0.23234626516298396,1.3723608730555727,2.0336340740415206,-0.14253363077344527,1.6301153903270331,0.6
