Date,ACWI,AGG,GLD,BSV
2008-03-28,35.4387321472168,60.03922653198242,91.87999725341797,52.896827697753906
2008-03-31,34.88697814941406,59.945804595947266,90.41000366210938,53.00417709350586
2008-04-01,35.827789306640625,59.53843307495117,86.86000061035156,52.809669494628906
2008-04-02,36.22389602661133,59.56770324707031,89.2699966430664,52.72888946533203
2008-04-03,36.42902755737305,59.75531768798828,89.41999816894531,52.62799072265625
2008-04-04,36.40782928466797,60.06013870239258,90.25,52.85679626464844
2008-04-07,36.62001037597656,60.05424499511719,91.16999816894531,52.74912643432617
2008-04-08,36.84637451171875,60.048377990722656,90.3499984741211,52.809669494628906
2008-04-09,36.16023635864258,60.31220245361328,92.29000091552734,52.97793960571289
2008-04-10,36.16023635864258,60.1246223449707,91.7699966430664,52.81643295288086
2008-04-11,35.5872688293457,60.253578186035156,91.30000305175781,52.95774459838867
2008-04-14,35.72874450683594,60.183170318603516,91.11000061035156,52.90391540527344
2008-04-15,35.827789306640625,59.86084747314453,91.66000366210938,52.823158264160156
2008-04-16,36.31585693359375,59.64390563964844,93.2699966430664,52.68856430053711
2008-04-17,36.80392837524414,59.632198333740234,92.55999755859375,52.5943717956543
2008-04-18,37.20711898803711,59.79047775268555,90.62000274658203,52.5943717956543
2008-04-21,37.37689971923828,59.796329498291016,90.25,52.527122497558594
2008-04-22,37.037357330322266,59.88424301147461,90.2699966430664,52.60783386230469
2008-04-23,37.12931823730469,59.82563018798828,89.22000122070312,52.614559173583984
2008-04-24,37.14345932006836,59.60287094116211,87.22000122070312,52.432884216308594
2008-04-25,37.292022705078125,59.54433059692383,87.2699966430664,52.432884216308594
2008-04-28,37.59619140625,59.69080352783203,87.69000244140625,52.473236083984375
2008-04-29,37.16468048095703,59.77875900268555,85.80999755859375,52.506893157958984
2008-04-30,37.66691207885742,60.1422004699707,86.6500015258789,52.70204544067383
2008-05-01,37.55374526977539,60.03983688354492,83.98999786376953,52.51844787597656
2008-05-02,37.78717041015625,59.939903259277344,84.58000183105469,52.444210052490234
2008-05-05,37.893272399902344,59.963409423828125,86.2699966430664,52.51844787597656
2008-05-06,38.14791488647461,59.769386291503906,86.62999725341797,52.4914436340332
2008-05-07,37.51129150390625,59.939903259277344,85.81999969482422,52.558982849121094
2008-05-08,37.63861846923828,60.09278106689453,87.23999786376953,52.71418762207031
2008-05-09,37.475929260253906,60.116329193115234,87.41999816894531,52.7681884765625
2008-05-12,37.85790252685547,60.010414123535156,86.98999786376953,52.62644958496094
2008-05-13,37.90034484863281,59.669437408447266,85.38999938964844,52.49819564819336
2008-05-14,37.98522186279297,59.757572174072266,85.19999694824219,52.464447021484375
2008-05-15,38.388427734375,60.075130462646484,87.0,52.63316345214844
2008-05-16,38.71379470825195,59.92814636230469,89.0999984741211,52.61292266845703
2008-05-19,38.69966125488281,60.02815246582031,89.38999938964844,52.66691970825195
2008-05-20,38.31768798828125,60.157466888427734,90.9000015258789,52.67372512817383
2008-05-21,38.05596160888672,60.075130462646484,91.95999908447266,52.64667510986328
2008-05-22,38.112552642822266,59.71643829345703,90.9800033569336,52.43074035644531
2008-05-23,37.518367767333984,59.94576644897461,91.2300033569336,52.558982849121094
2008-05-27,37.80838394165039,59.610572814941406,89.36000061035156,52.43074035644531
2008-05-28,37.80131912231445,59.33420944213867,89.13999938964844,52.31598663330078
2008-05-29,38.03474044799805,59.16958999633789,86.51000213623047,52.25520706176758
2008-05-30,37.992305755615234,59.38125991821289,87.44999694824219,52.302425384521484
2008-06-02,37.7022819519043,59.601993560791016,87.95999908447266,52.435123443603516
2008-06-03,37.61033248901367,59.714195251464844,86.87999725341797,52.56381607055664
2008-06-04,37.22834396362305,59.50165939331055,86.6500015258789,52.48938751220703
2008-06-05,38.02766036987305,59.283233642578125,86.44999694824219,52.40807342529297
2008-06-06,37.02321243286133,59.61386489868164,89.05999755859375,52.55706787109375
2008-06-09,36.79686737060547,59.31278610229492,87.98999786376953,52.252349853515625
2008-06-10,36.43610763549805,58.99985885620117,85.55000305175781,52.05597686767578
2008-06-11,35.99754333496094,59.07662582397461,87.0199966430664,52.19144058227539
2008-06-12,36.018768310546875,58.710575103759766,85.5999984741211,51.94086837768555
2008-06-13,36.2663459777832,58.56297302246094,85.83000183105469,51.893516540527344
2008-06-16,36.5068473815918,58.627925872802734,87.01000213623047,51.92732238769531
2008-06-17,36.499778747558594,58.828678131103516,87.25,52.06953430175781
2008-06-18,36.2380485534668,59.07662582397461,88.27999877929688,52.123722076416016
2008-06-19,35.75703430175781,58.77556228637695,88.41999816894531,52.00858688354492
2008-06-20,35.50239181518555,58.95265579223633,88.94999694824219,52.0898323059082
2008-06-23,35.622642517089844,58.875911712646484,87.08999633789062,52.015357971191406
2008-06-24,35.26896286010742,58.993953704833984,87.47000122070312,52.096614837646484
2008-06-25,35.65093994140625,59.023468017578125,87.41999816894531,52.218467712402344
2008-06-26,34.75967025756836,59.100242614746094,90.61000061035156,52.252349853515625
2008-06-27,34.823333740234375,59.24190139770508,91.47000122070312,52.272647857666016
2008-06-30,34.957725524902344,59.271419525146484,91.4000015258789,52.38778305053711
2008-07-01,34.68893051147461,59.06638717651367,92.66000366210938,52.3836555480957
2008-07-02,34.144264221191406,58.995262145996094,93.16999816894531,52.431209564208984
2008-07-03,34.0027961730957,59.0130615234375,92.05999755859375,52.48554611206055
2008-07-07,34.1371955871582,59.220455169677734,91.2300033569336,52.53989028930664
2008-07-08,34.03815841674805,59.4516487121582,90.86000061035156,52.56706619262695
2008-07-09,33.960350036621094,59.68271255493164,91.5,52.621402740478516
2008-07-10,33.847171783447266,59.73603057861328,93.52999877929688,52.635013580322266
