date,sum_weights,min_weight,max_weight,turnover,turnover_cap_pass,fully_invested_pass,long_only_pass,no_leverage_pass,period
2014-09-05,0.9999999999999999,0.0,0.44444444444444436,0.0,True,True,True,True,train
2014-09-12,0.9999999999999999,0.0,0.44444444444444436,0.2222222222222221,True,True,True,True,train
2014-09-19,0.9999999999999999,0.0,0.44444444444444436,0.2222222222222221,True,True,True,True,train
2014-09-26,1.0,0.0,0.44444444444444453,0.2222222222222224,True,True,True,True,train
2014-10-03,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2014-10-10,1.0,0.0,0.5158730158730159,0.24999999999999997,True,True,True,True,train
2014-10-17,1.0,0.0,0.5714285714285715,0.1944444444444445,True,True,True,True,train
2014-10-24,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2014-10-31,1.0,0.0,0.5,0.2500000000000001,True,True,True,True,train
2014-11-07,1.0,0.0,0.44444444444444453,0.19444444444444436,True,True,True,True,train
2014-11-14,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2014-11-21,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2014-11-28,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2014-12-05,0.9999999999999999,0.0,0.44444444444444436,0.2222222222222224,True,True,True,True,train
2014-12-12,1.0,0.0,0.4920634920634921,0.25000000000000006,True,True,True,True,train
2014-12-19,1.0,0.0,0.44444444444444453,0.0952380952380952,True,True,True,True,train
2014-12-26,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-01-02,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-01-09,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-01-16,1.0,0.10000000000000002,0.4000000000000001,0.2,True,True,True,True,train
2015-01-23,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2015-01-30,1.0,0.09999999999999999,0.39999999999999997,0.20000000000000018,True,True,True,True,train
2015-02-06,1.0,0.10000000000000002,0.4000000000000001,0.20000000000000018,True,True,True,True,train
2015-02-13,1.0,0.0,0.44444444444444453,0.2,True,True,True,True,train
2015-02-20,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-02-27,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-03-06,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-03-13,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-03-20,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-03-27,1.0,0.0,0.44444444444444453,0.22222222222222232,True,True,True,True,train
2015-04-02,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-04-10,1.0,0.0,0.39583333333333337,0.25,True,True,True,True,train
2015-04-17,1.0,0.0,0.4097222222222222,0.24999999999999997,True,True,True,True,train
2015-04-24,1.0,0.0,0.44444444444444453,0.24939613526570056,True,True,True,True,train
2015-05-01,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-05-08,1.0,0.0,0.44444444444444453,0.22222222222222232,True,True,True,True,train
2015-05-15,1.0,0.09999999999999999,0.39999999999999997,0.20000000000000023,True,True,True,True,train
2015-05-22,1.0,0.0,0.44444444444444453,0.20000000000000023,True,True,True,True,train
2015-05-29,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-06-05,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-06-12,1.0,0.0,0.45833333333333326,0.25,True,True,True,True,train
2015-06-19,1.0,0.0,0.5611111111111111,0.25,True,True,True,True,train
2015-06-26,1.0,0.0,0.5714285714285715,0.0206349206349207,True,True,True,True,train
2015-07-02,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2015-07-10,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2015-07-17,1.0,0.0,0.5535714285714286,0.25,True,True,True,True,train
2015-07-24,1.0,0.0,0.5714285714285715,0.25,True,True,True,True,train
2015-07-31,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2015-08-07,1.0,0.0,0.5714285714285715,0.25,True,True,True,True,train
2015-08-14,1.0,0.0,0.5714285714285715,0.25,True,True,True,True,train
2015-08-21,1.0,0.0,0.5714285714285715,0.25,True,True,True,True,train
2015-08-28,1.0,0.0,0.5714285714285715,0.1071428571428572,True,True,True,True,train
2015-09-04,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2015-09-11,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2015-09-18,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2015-09-25,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2015-10-02,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2015-10-09,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2015-10-16,1.0,0.0,0.5,0.2500000000000001,True,True,True,True,train
2015-10-23,1.0,0.0,0.44444444444444453,0.19444444444444436,True,True,True,True,train
2015-10-30,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2015-11-06,1.0,0.0,0.5158730158730159,0.24999999999999997,True,True,True,True,train
2015-11-13,1.0,0.0,0.5714285714285715,0.1944444444444445,True,True,True,True,train
2015-11-20,1.0,0.0,0.5044642857142858,0.25,True,True,True,True,train
2015-11-27,1.0,0.0,0.5714285714285715,0.25,True,True,True,True,train
2015-12-04,1.0,0.0,0.5238095238095238,0.2500000000000001,True,True,True,True,train
2015-12-11,1.0,0.0,0.5714285714285715,0.2500000000000001,True,True,True,True,train
2015-12-18,1.0,0.0,0.5535714285714286,0.25,True,True,True,True,train
2015-12-24,1.0,0.0,0.49218749999999994,0.2500000000000002,True,True,True,True,train
2015-12-31,1.0,0.0,0.5180621355685131,0.25,True,True,True,True,train
2016-01-08,1.0,0.0,0.5478258550807082,0.24999999999999994,True,True,True,True,train
2016-01-15,1.0,0.0,0.47956494481313094,0.25,True,True,True,True,train
2016-01-22,1.0,0.0,0.5714285714285715,0.18675958188153324,True,True,True,True,train
2016-01-29,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2016-02-05,1.0,0.0,0.5,0.2500000000000001,True,True,True,True,train
2016-02-12,1.0,0.0,0.42708333333333337,0.25,True,True,True,True,train
2016-02-19,1.0,0.0,0.44444444444444453,0.18750000000000006,True,True,True,True,train
2016-02-26,1.0,0.0,0.44444444444444453,0.22222222222222232,True,True,True,True,train
2016-03-04,1.0,0.0,0.34722222222222227,0.25,True,True,True,True,train
2016-03-11,0.9999999999999999,0.0,0.44444444444444436,0.24999999999999997,True,True,True,True,train
2016-03-18,1.0,0.0,0.44444444444444453,0.2222222222222224,True,True,True,True,train
2016-03-24,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2016-04-01,1.0,0.09999999999999999,0.39999999999999997,0.2000000000000002,True,True,True,True,train
2016-04-08,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-04-15,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-04-22,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-04-29,1.0,0.1,0.4,0.20000000000000012,True,True,True,True,train
2016-05-06,1.0,0.09999999999999999,0.39999999999999997,0.20000000000000012,True,True,True,True,train
2016-05-13,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-05-20,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-05-27,1.0,0.10000000000000002,0.4000000000000001,0.20000000000000018,True,True,True,True,train
2016-06-03,1.0,0.09999999999999999,0.39999999999999997,0.20000000000000018,True,True,True,True,train
2016-06-10,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-06-17,1.0,0.0,0.44444444444444453,0.2000000000000002,True,True,True,True,train
2016-06-24,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2016-07-01,1.0,0.09999999999999999,0.39999999999999997,0.2000000000000002,True,True,True,True,train
2016-07-08,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-07-15,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-07-22,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-07-29,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2016-08-05,1.0,0.1375,0.4,0.25000000000000006,True,True,True,True,train
2016-08-12,1.0,0.11071428571428572,0.35000000000000003,0.25,True,True,True,True,train
2016-08-19,1.0,0.1,0.4,0.09999999999999999,True,True,True,True,train
2016-08-26,0.9999999999999999,0.09999999999999998,0.3999999999999999,0.20000000000000015,True,True,True,True,train
2016-09-02,1.0,0.1,0.4,0.20000000000000015,True,True,True,True,train
2016-09-09,1.0,0.14166666666666666,0.30000000000000004,0.24999999999999997,True,True,True,True,train
2016-09-16,1.0,0.15000000000000005,0.36666666666666664,0.24999999999999994,True,True,True,True,train
2016-09-23,1.0,0.09999999999999999,0.39999999999999997,0.16666666666666663,True,True,True,True,train
2016-09-30,1.0,0.13749999999999998,0.3625,0.25,True,True,True,True,train
2016-10-07,1.0,0.040625000000000036,0.4239583333333334,0.24999999999999994,True,True,True,True,train
2016-10-14,1.0,0.0,0.44444444444444453,0.08333333333333344,True,True,True,True,train
2016-10-21,1.0,0.10000000000000002,0.4000000000000001,0.2,True,True,True,True,train
2016-10-28,1.0,0.025000000000000015,0.40833333333333327,0.2499999999999999,True,True,True,True,train
2016-11-04,1.0,0.10059523809523814,0.42767857142857146,0.24999999999999994,True,True,True,True,train
2016-11-11,1.0,0.09603331080066095,0.42791516448850836,0.25,True,True,True,True,train
2016-11-18,1.0,0.08053689588148889,0.3588646352103483,0.24999999999999997,True,True,True,True,train
2016-11-25,1.0,0.06504048096231682,0.4753586450353011,0.24999999999999994,True,True,True,True,train
2016-12-02,1.0,0.04954406604314476,0.6003586450353011,0.24999999999999997,True,True,True,True,train
2016-12-09,1.0,0.034047651123972705,0.7253586450353011,0.24999999999999997,True,True,True,True,train
2016-12-16,1.0,0.018551236204800647,0.8503586450353011,0.25,True,True,True,True,train
2016-12-23,1.0,0.003054821285628593,0.9753586450353011,0.25,True,True,True,True,train
2016-12-30,1.0,0.0,1.0,0.04928270992939776,True,True,True,True,train
2017-01-06,1.0,0.0,1.0,0.0,True,True,True,True,train
2017-01-13,1.0,0.0,1.0,0.0,True,True,True,True,train
2017-01-20,1.0,0.0,1.0,0.0,True,True,True,True,train
2017-01-27,1.0,0.0,1.0,0.0,True,True,True,True,train
2017-02-03,1.0,0.0,1.0,0.0,True,True,True,True,train
2017-02-10,1.0,0.0,1.0,0.0,True,True,True,True,train
2017-02-17,1.0,0.0,0.875,0.25,True,True,True,True,train
2017-02-24,1.0,0.026315789473684206,0.75,0.25,True,True,True,True,train
2017-03-03,1.0,0.016403895200556455,0.6349118942731278,0.24999999999999997,True,True,True,True,train
2017-03-10,1.0,0.010787478593427775,0.7599118942731278,0.25,True,True,True,True,train
2017-03-17,1.0,0.006654407468035128,0.6390449653985204,0.2500000000000001,True,True,True,True,train
2017-03-24,1.0,0.05546614063732877,0.5140449653985204,0.25,True,True,True,True,train
2017-03-31,0.9999999999999999,2.9563923406229757e-05,0.44448154211244284,0.25,True,True,True,True,train
2017-04-07,0.9999999999999999,0.0,0.44444444444444436,0.00013332318280937644,True,True,True,True,train
2017-04-13,1.0,0.1,0.4,0.1999999999999998,True,True,True,True,train
2017-04-21,1.0,0.1,0.4,0.0,True,True,True,True,train
2017-04-28,1.0,0.09999999999999999,0.39999999999999997,0.20000000000000012,True,True,True,True,train
2017-05-05,0.9999999999999999,0.07500000000000005,0.4277777777777777,0.24999999999999983,True,True,True,True,train
2017-05-12,1.0,0.0,0.44444444444444453,0.15000000000000036,True,True,True,True,train
2017-05-19,1.0,0.10000000000000002,0.4000000000000001,0.2,True,True,True,True,train
2017-05-26,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-06-02,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-06-09,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-06-16,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-06-23,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-06-30,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-07-07,1.0,0.0,0.44444444444444453,0.2,True,True,True,True,train
2017-07-14,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2017-07-21,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2017-07-28,1.0,0.10000000000000002,0.4000000000000001,0.2,True,True,True,True,train
2017-08-04,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-08-11,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-08-18,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-08-25,1.0,0.09999999999999999,0.39999999999999997,0.2000000000000001,True,True,True,True,train
2017-09-01,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2017-09-08,1.0,0.09999999999999999,0.39999999999999997,0.2,True,True,True,True,train
2017-09-15,1.0,0.1,0.3375,0.25,True,True,True,True,train
2017-09-22,1.0,0.10000000000000002,0.4000000000000001,0.14999999999999997,True,True,True,True,train
2017-09-29,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-10-06,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2017-10-13,1.0,0.1,0.4,0.20000000000000012,True,True,True,True,train
2017-10-20,1.0,0.10000000000000002,0.4000000000000001,0.20000000000000012,True,True,True,True,train
2017-10-27,1.0,0.1,0.4,0.20000000000000012,True,True,True,True,train
2017-11-03,1.0,0.1,0.4,0.0,True,True,True,True,train
2017-11-10,1.0,0.1,0.4,0.0,True,True,True,True,train
2017-11-17,0.9999999999999999,0.09999999999999998,0.3999999999999999,0.20000000000000015,True,True,True,True,train
2017-11-24,0.9999999999999999,0.09999999999999998,0.3999999999999999,0.0,True,True,True,True,train
2017-12-01,1.0,0.07500000000000002,0.42777777777777776,0.25000000000000006,True,True,True,True,train
2017-12-08,1.0,0.03770718232044201,0.4992063492063492,0.24999999999999994,True,True,True,True,train
2017-12-15,1.0,0.08255801104972378,0.42777777777777776,0.25,True,True,True,True,train
2017-12-22,1.0,0.04383087783916517,0.4401175426359455,0.25,True,True,True,True,train
2017-12-29,1.0,0.08508178944830866,0.4106549991318325,0.25000000000000006,True,True,True,True,train
2018-01-05,1.0,0.0,0.44444444444444453,0.1948205354143171,True,True,True,True,train
2018-01-12,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2018-01-19,1.0,0.0,0.5158730158730159,0.24999999999999997,True,True,True,True,train
2018-01-26,1.0,0.0,0.44444444444444453,0.24999999999999997,True,True,True,True,train
2018-02-02,1.0,0.0,0.5158730158730159,0.24999999999999997,True,True,True,True,train
2018-02-09,1.0,0.0,0.5119047619047619,0.24999999999999994,True,True,True,True,train
2018-02-16,1.0,0.0,0.5714285714285715,0.11904761904761922,True,True,True,True,train
2018-02-23,1.0,0.0,0.5535714285714286,0.25,True,True,True,True,train
2018-03-02,1.0,0.0,0.5714285714285715,0.03571428571428581,True,True,True,True,train
2018-03-09,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2018-03-16,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2018-03-23,1.0,0.0,0.5535714285714286,0.25,True,True,True,True,train
2018-03-29,1.0,0.0,0.5714285714285715,0.03571428571428581,True,True,True,True,train
2018-04-06,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2018-04-13,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2018-04-20,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2018-04-27,1.0,0.0,0.5714285714285715,0.0,True,True,True,True,train
2018-05-04,1.0,0.0,0.5535714285714286,0.25,True,True,True,True,train
2018-05-11,1.0,0.0,0.5714285714285715,0.03571428571428581,True,True,True,True,train
2018-05-18,1.0,0.0,0.6964285714285715,0.25,True,True,True,True,train
2018-05-25,1.0,0.0,0.8214285714285715,0.25,True,True,True,True,train
2018-06-01,1.0,0.0,0.9464285714285715,0.25,True,True,True,True,train
2018-06-08,1.0,0.0,1.0,0.10714285714285704,True,True,True,True,train
2018-06-15,1.0,0.0,1.0,0.0,True,True,True,True,train
2018-06-22,1.0,0.0,1.0,0.0,True,True,True,True,train
2018-06-29,1.0,0.0,1.0,0.0,True,True,True,True,train
2018-07-06,1.0,0.0,0.875,0.25,True,True,True,True,train
2018-07-13,1.0,0.0,0.75,0.25,True,True,True,True,train
2018-07-20,1.0,0.0,0.625,0.25000000000000006,True,True,True,True,train
2018-07-27,1.0,0.0,0.5,0.25,True,True,True,True,train
2018-08-03,1.0,0.0,0.44444444444444453,0.111111111111111,True,True,True,True,train
2018-08-10,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2018-08-17,1.0,0.0,0.39583333333333337,0.25,True,True,True,True,train
2018-08-24,1.0,0.0,0.44444444444444453,0.19444444444444453,True,True,True,True,train
2018-08-31,1.0,0.0,0.44444444444444453,0.2222222222222222,True,True,True,True,train
2018-09-07,1.0,0.0,0.44444444444444453,0.2222222222222222,True,True,True,True,train
2018-09-14,1.0,0.0,0.38194444444444453,0.25,True,True,True,True,train
2018-09-21,1.0,0.0,0.45070207570207566,0.2499999999999998,True,True,True,True,train
2018-09-28,1.0,0.0,0.5541819291819291,0.24999999999999978,True,True,True,True,train
2018-10-05,1.0,0.0,0.6791819291819292,0.25,True,True,True,True,train
2018-10-12,1.0,0.0,0.5568815428849091,0.24999999999999997,True,True,True,True,train
2018-10-19,1.0,0.0,0.555826058949989,0.25,True,True,True,True,train
2018-10-26,1.0,0.0,0.680826058949989,0.24999999999999997,True,True,True,True,train
2018-11-02,1.0,0.0,0.805826058949989,0.24999999999999997,True,True,True,True,train
2018-11-09,1.0,0.0,0.930826058949989,0.25,True,True,True,True,train
2018-11-16,1.0,0.0,1.0,0.1383478821000219,True,True,True,True,train
2018-11-23,1.0,0.0,1.0,0.0,True,True,True,True,train
2018-11-30,1.0,0.0,1.0,0.0,True,True,True,True,train
2018-12-07,1.0,0.0,0.875,0.25,True,True,True,True,train
2018-12-14,1.0,0.0,0.75,0.25,True,True,True,True,train
2018-12-21,1.0,0.0,0.625,0.25,True,True,True,True,train
2018-12-28,1.0,0.0,0.5,0.25000000000000006,True,True,True,True,train
2019-01-04,1.0,0.0,0.44444444444444453,0.11111111111111102,True,True,True,True,train
2019-01-11,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2019-01-18,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2019-01-25,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2019-02-01,1.0,0.0,0.44444444444444453,0.22222222222222232,True,True,True,True,train
2019-02-08,1.0,0.0,0.44444444444444453,0.22222222222222232,True,True,True,True,train
2019-02-15,1.0,0.09999999999999999,0.39999999999999997,0.2000000000000002,True,True,True,True,train
2019-02-22,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-03-01,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-03-08,1.0,0.0,0.44444444444444453,0.2000000000000002,True,True,True,True,train
2019-03-15,1.0,0.12499999999999992,0.4166666666666667,0.25,True,True,True,True,train
2019-03-22,1.0,0.09999999999999999,0.39999999999999997,0.10833333333333327,True,True,True,True,train
2019-03-29,1.0,0.09999999999999999,0.39999999999999997,0.19999999999999998,True,True,True,True,train
2019-04-05,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-04-12,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-04-18,1.0,0.0,0.44444444444444453,0.20000000000000023,True,True,True,True,train
2019-04-26,1.0,0.09999999999999999,0.39999999999999997,0.20000000000000023,True,True,True,True,train
2019-05-03,1.0,0.0,0.44444444444444453,0.20000000000000023,True,True,True,True,train
2019-05-10,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2019-05-17,1.0,0.0,0.44444444444444453,0.22222222222222232,True,True,True,True,train
2019-05-24,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2019-05-31,1.0,0.09722222222222227,0.44444444444444453,0.25,True,True,True,True,train
2019-06-07,1.0,0.09999999999999999,0.39999999999999997,0.15555555555555567,True,True,True,True,train
2019-06-14,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-06-21,1.0,0.09999999999999999,0.39999999999999997,0.19999999999999996,True,True,True,True,train
2019-06-28,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-07-05,1.0,0.09999999999999999,0.39999999999999997,0.19999999999999998,True,True,True,True,train
2019-07-12,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-07-19,1.0,0.09999999999999999,0.39999999999999997,0.19999999999999998,True,True,True,True,train
2019-07-26,1.0,0.09999999999999999,0.39999999999999997,0.19999999999999998,True,True,True,True,train
2019-08-02,1.0,0.09999999999999999,0.39999999999999997,0.19999999999999998,True,True,True,True,train
2019-08-09,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-08-16,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-08-23,1.0,0.0,0.44444444444444453,0.2000000000000002,True,True,True,True,train
2019-08-30,1.0,0.09999999999999999,0.39999999999999997,0.2000000000000002,True,True,True,True,train
2019-09-06,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-09-13,1.0,0.09999999999999999,0.39999999999999997,0.2,True,True,True,True,train
2019-09-20,1.0,0.09999999999999999,0.39999999999999997,0.2,True,True,True,True,train
2019-09-27,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-10-04,1.0,0.0,0.44444444444444453,0.2000000000000002,True,True,True,True,train
2019-10-11,1.0,0.09999999999999999,0.39999999999999997,0.2000000000000002,True,True,True,True,train
2019-10-18,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-10-25,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-11-01,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2019-11-08,1.0,0.15833333333333333,0.35833333333333334,0.24999999999999997,True,True,True,True,train
2019-11-15,1.0,0.11666666666666664,0.35000000000000003,0.2500000000000001,True,True,True,True,train
2019-11-22,1.0,0.10000000000000002,0.4000000000000001,0.09999999999999988,True,True,True,True,train
2019-11-29,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2019-12-06,1.0,0.09999999999999999,0.39999999999999997,0.2000000000000001,True,True,True,True,train
2019-12-13,1.0,0.10000000000000002,0.4000000000000001,0.2000000000000001,True,True,True,True,train
2019-12-20,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2019-12-27,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
2020-01-03,1.0,0.13750000000000004,0.4,0.25,True,True,True,True,train
2020-01-10,1.0,0.09999999999999999,0.39999999999999997,0.12500000000000006,True,True,True,True,train
2020-01-17,1.0,0.13749999999999998,0.3625,0.25,True,True,True,True,train
2020-01-24,1.0,0.11071428571428572,0.3892857142857143,0.25,True,True,True,True,train
2020-01-31,1.0,0.11428571428571424,0.39890109890109887,0.25,True,True,True,True,train
2020-02-07,1.0,0.09999999999999999,0.39999999999999997,0.028571428571428484,True,True,True,True,train
2020-02-14,1.0,0.09999999999999999,0.39999999999999997,0.19999999999999996,True,True,True,True,train
2020-02-21,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-02-28,1.0,0.025,0.40833333333333327,0.24999999999999992,True,True,True,True,train
2020-03-06,1.0,0.0,0.44444444444444453,0.08333333333333348,True,True,True,True,train
2020-03-13,1.0,0.0,0.44444444444444453,0.2222222222222222,True,True,True,True,train
2020-03-20,1.0,0.0,0.45833333333333326,0.25,True,True,True,True,train
2020-03-27,1.0,0.0,0.44444444444444453,0.2333333333333331,True,True,True,True,train
2020-04-03,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2020-04-09,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2020-04-17,1.0,0.0,0.38194444444444453,0.24999999999999994,True,True,True,True,train
2020-04-24,1.0,0.0,0.39583333333333337,0.24999999999999994,True,True,True,True,train
2020-05-01,1.0,0.0,0.44444444444444453,0.09722222222222232,True,True,True,True,train
2020-05-08,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2020-05-15,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2020-05-22,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2020-05-29,1.0,0.0,0.44444444444444453,0.0,True,True,True,True,train
2020-06-05,1.0,0.09999999999999999,0.39999999999999997,0.2000000000000002,True,True,True,True,train
2020-06-12,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-06-19,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-06-26,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-07-02,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-07-10,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-07-17,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-07-24,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-07-31,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-08-07,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-08-14,1.0,0.09999999999999999,0.39999999999999997,0.19999999999999998,True,True,True,True,train
2020-08-21,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-08-28,1.0,0.09999999999999999,0.39999999999999997,0.2,True,True,True,True,train
2020-09-04,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-09-11,1.0,0.1625,0.4000000000000001,0.2500000000000001,True,True,True,True,train
2020-09-18,1.0,0.10681818181818185,0.39999999999999997,0.25,True,True,True,True,train
2020-09-25,1.0,0.09999999999999999,0.39999999999999997,0.1886363636363636,True,True,True,True,train
2020-10-02,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-10-09,1.0,0.13749999999999998,0.39999999999999997,0.25,True,True,True,True,train
2020-10-16,1.0,0.09999999999999999,0.39999999999999997,0.12499999999999999,True,True,True,True,train
2020-10-23,1.0,0.09999999999999999,0.39999999999999997,0.2,True,True,True,True,train
2020-10-30,1.0,0.13749999999999998,0.39999999999999997,0.25,True,True,True,True,train
2020-11-06,1.0000000000000002,0.11250000000000002,0.4000000000000001,0.2500000000000002,True,True,True,True,train
2020-11-13,1.0,0.1681818181818182,0.4,0.24999999999999994,True,True,True,True,train
2020-11-20,1.0,0.09999999999999999,0.39999999999999997,0.13636363636363646,True,True,True,True,train
2020-11-27,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-12-04,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-12-11,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-12-18,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-12-24,1.0,0.09999999999999999,0.39999999999999997,0.0,True,True,True,True,train
2020-12-31,1.0,0.10000000000000002,0.4000000000000001,0.2000000000000001,True,True,True,True,train
2021-01-08,1.0,0.10000000000000002,0.4000000000000001,0.0,True,True,True,True,train
